Title,Link,Occupation,Company,Company Web,Company Location,Specs
Wellness Coach,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/aqudbapy2jym-wellness-coach-antarmanh-consulting-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/antarmanh-consulting-united-arab-emirates-129824,Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · information technology (it) · sales skills · computer science · management · design · development
UI/UX Designer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tsyrcn7tdhh0-uiux-designer-misbar-alkawn-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-118951,Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Computer Science · front-end · Git · Information Technology (IT) · React · JavaScript · Software · Software Development · REST
Senior Flutter developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ld11z3s7vzi8-senior-flutter-developer-rahala-giza-egypt,Full TimeOn-site,"Giza, Egypt ","Giza, Egypt ",https://wuzzuf.net/jobs/careers/-117259,Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · developer · flutter · Flutter developer · senior · RESTful APIs · Dart · APIs · Computer Science
Quality Control Section Head (Feeds),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/njshnpvtif7o-quality-control-section-head-feeds-dakahlia-egypt,Full TimeOn-site,"Mit Ghamr, Dakahlia, Egypt ","Mit Ghamr, Dakahlia, Egypt ",,Full TimeOn-siteManager · 7 - 17 Yrs of Exp · R&D/Science · Quality · quality · Quality Control · Science · Quality Management · Analysis · Communication skills · Control · Engineering
AI Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ms9xgz63y9md-ai-specialist-alwadi-holding-giza-egypt,Full TimeHybrid,"Mohandessin, Giza, Egypt ","Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Alwadi-Holding-Egypt-77854,Full TimeHybridExperienced · 1 - 3 Yrs of Exp · IT/Software Development · AI · Computer Science
Production Engineer ( Food Colors),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3mwpdxbpnrmk-production-engineer-food-colors-holw-el-sham-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Holw-El-Sham-Egypt-14366,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Other · Food · Manufacturing · Science · Chemical · Production · Troubleshooting · Chemical Engineering
Odoo Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8yddjpxjfyob-odoo-developer-flint-international-cairo-egypt,Full TimeHybrid,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/flint-international-saudi-arabia-127952,Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Information Technology (IT) · Git · Agile · JavaScript · jQuery · Linux · PostgreSQL
AI Engineer (Custom AI Solutions & GPT Tools) – On-Site,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cfylkx2k6qh2-ai-engineer-custom-ai-solutions-gpt-tools-–-on-site-stellar-charter-nexus-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/stellar-charter-nexus-egypt-128136,Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · APIs · Computer Science · Development · Engineering · Frameworks · Information Technology (IT)
Full Stack Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eenfv6mcfs4f-full-stack-developer-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",,Full TimeOn-siteExperienced · 3 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · MySQL · JavaScript · HTML · Full Stack · Software Development
Research & Development Junior Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mrcsc6n2muot-research-development-junior-specialist-modern-bakeries-egypt-cairo-egypt,Full TimeOn-site,"Obour City, Cairo, Egypt ","Obour City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/modern-bakeries-egypt-egypt-127941,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · males_only · R&D/Science · Analyst/Research · research and development · Food Science · Food Manufacturing · Food quality · Product Development · Project Management · Problem Solving · Problem Analysis
HSE Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ttgdioql5cyh-hse-manager-cegy-plastics-cairo-egypt,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt ","10th of Ramadan City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Cegy plastics-Egypt-110666,Full TimeOn-siteManager · 6+ Yrs of Exp · Operations/Management · Quality · Engineering - Other · Engineering · Health · HSE · HSE Management · ISO · Management · Microsoft Office
Systems Integration Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1lwtjw0gmdni-systems-integration-specialist-adispatcher-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-113391,Full TimeRemoteExperienced · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CRM · Information Technology (IT) · technical · Engineering · Logistics · Installation · Training
Implementation Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hew1hzp82cdp-implementation-specialist-informatique-education-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Informatique-Egypt-6845,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Software Implementation · Project Implementation · Time Management · Troubleshooting · Software Troubleshooting · Information Technology (IT) · Computer Science · Communication skills
Deputy QC Manager - Pharmaceutical Background,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hyvstak0g6lh-deputy-qc-manager---pharmaceutical-background-vaccine-valley-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Mahmoud-Egypt-127920,Full TimeOn-siteManager · 15+ Yrs of Exp · Quality · Communication skills · Quality Control · Communication · Pharmaceutical · Pharmacy · ISO · QA · QC · Quality Assurance
Senior AI Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dcstliwbbjqz-senior-ai-engineer-cob-solution-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/COB Solution-Egypt-112388,Full TimeOn-siteExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · APIs · AI · chatbot · Computer Science · Design · Engineering · Information Technology (IT)
Assistant Product Manager ( Derma ),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m9abun6xcthv-assistant-product-manager-derma-infinity-clinic-pharma-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Infinity-Clinic-Pharma-Egypt-19170,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · R&D/Science · Marketing/PR/Advertising · Medical/Healthcare · Marketing · Pharmacy · English · Product Management · Dermatology · Medical · Science
Quality Control Engineer (Lamination - Printing),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ngfykej5a7a5-quality-control-engineer-lamination---printing-good-seal-packaging-sharqia-egypt,Full TimeShift BasedOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Good Seal Packaging-Egypt-111165,Full TimeShift BasedOn-siteEntry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Chemical · engineer · Control · Engineering · Manufacturing · quality · Quality Assurance · Quality Control
Agentic AI Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g3tvcwn7z8v0-agentic-ai-developer-genesis-a-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-127134,Full TimeOn-siteExperienced · 3+ Yrs of Exp · IT/Software Development · AI · Computer Science · Development · English · Communication · Python · Agentic · Business Development · Communication skills
Senior Full Stack .Net Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xeevdjxn0t8i-senior-full-stack-net-developer-aliaict-cairo-egypt,Full TimeHybrid,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/aliaict-Egypt-38130,Full TimeHybridExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · developer · full stack .NET · Information Technology (IT) · JavaScript · NET · senior · Software Development
Embedded and IoT Engineer (Intern),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/noofncwnsqmi-embedded-and-iot-engineer-intern-lotus-power-cairo-egypt,Part TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/lotus-power-egypt-127877,Part TimeHybridStudent · 1 - 3 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · IOT · Cloud · Computer Science · embedded · Engineering · Hardware · Computer Engineering
CTO (Chief Technology Officer),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/e6xkonngvgks-cto-chief-technology-officer-impact-technology-cairo-egypt,Full TimeHybrid,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Impact-Technology--Egypt-16311,Full TimeHybridExperienced · 10 - 20 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · computer · CTO · Communication skills · Computer Science · Leadership · Software Development
Analyst - AIM Operations  (UAE National Only),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/c0qj173chrwz-analyst-aim-operations-uae-national-only-uae-general-civil-aviation-authority-gcaa-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/UAE General Civil Aviation Authority (GCAA)-United Arab Emirates-111869,Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Information Technology (IT) · Computer Science · Business Analysis · Finance · Accounting · Microsoft Office
Senior Odoo Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cwb385polbxv-senior-odoo-developer-elsewedy-industries-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Odoo · Odoo Development · Programming · Software Development · Software Engineering · SQL · Information Technology (IT)
Agronomist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gozzb6yopbkv-agronomist-giza-seeds-and-herbs-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Giza-Seeds-and-Herbs-Egypt-80211,Full TimeOn-siteExperienced · 3+ Yrs of Exp · R&D/Science · Communication · Problem Solving · Time Management · Organizing
Project Coordinator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uafv9aksdrbz-project-coordinator-centre-of-christian-muslim-understanding-partnership-ccmup-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/centre-of-christian-muslim-understanding-partnership-ccmup-egypt-129669,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Project/Program Management · Project coordinator · Arabic · Administration · Communication skills · English · Microsoft Office · Development · diplomacy · Project
IT Manager (Real Estate),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hdnjli7xkskg-it-manager-real-estate-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",,Full TimeOn-siteManager · 5 - 9 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Hardware · Networks · Administration · Management · Information Technology (IT) · IT
Medical Representative,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2n4319o7p3mv-medical-representative-aegis-pharma-giza-egypt,Full TimePart TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/aegis-pharma-egypt-127833,Full TimePart TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Sales/Retail · Pharmacy · MEDICINE · Veterinary · Science · Sales
Graphic Designer/Video Editor - Mobile Gaming Studio,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mhnkzpxoppky-graphic-designervideo-editor---mobile-gaming-studio-giza-egypt,Full TimeRemote,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",,Full TimeRemoteExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Game development · Game engine · mobile games · Casual Hyper/Hybrid Games · Games · Computer Science · iOS
Oracle Operation Control & Reporting,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tsdx57xjukgq-oracle-operation-control-reporting-global-food-investment-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/-23438,Full TimeOn-siteExperienced · 2+ Yrs of Exp · Accounting/Finance · Banking · Oracle · Reporting · ACCA · Accounting · Auditing · Computer Science · Finance · Operations
Senior AI Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jQuD5uCDAOds-Senior-AI-Engineer-Lumin-Giza-Egypt,Full TimeHybrid,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Excel-Systems-LLC-Egypt-13729,Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · AI · Artificial Intelligence · Computer Vision · Machine Learning · TensorFlow · Python · Computer Science · Programming · PyTorch
Senior GIS Technician,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qedtihghtiwj-senior-gis-technician-citylogix-me-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-104747,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Arc GIS · GIS · QGIS
Annotation Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fitknhvaltf1-annotation-specialist-abwab-ai-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/abwabai-saudi-arabia-129263,Full TimeRemoteEntry Level · 0 - 5 Yrs of Exp · Accounting/Finance · Time Management · Communication · Analytical & Attention to Detail · Adaptability
IT Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/v5lijuyyrokp-it-manager-arx-developments-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-125841,Full TimeOn-siteManager · 10+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Computer Science · Manager · Project Management · IT Manager · IT
Mid Level Backend Developer{.Net Core}..,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/z6nwqtqnybse-mid-level-backend-developernet-core-rtr-software-solutions-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Nakheel-Egypt-85138,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Agile · ASP.Net · Azure · C# · Communication skills · Computer Science · Git · Information Technology (IT) · Microsoft
Industrial Chemist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3yhag5he53it-industrial-chemist-unitech-giza-egypt,Full TimeOn-site,"Giza, Giza, Egypt ","Giza, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Unitech-Egypt-9234,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Manufacturing/Production · Quality · Chemical Engineering · Chemical · Science · Engineering · Chemist · Chemistry · Industrial
Medical Sales Representative - Mohndseen,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1bdlmgeqpkww-medical-sales-representative---mohndseen-alfa-laboratories-giza-egypt,Full TimeOn-site,"Mohandessin, Giza, Egypt ","Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Alfa-Laboratories-Egypt-59515,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Sales · Medical Sales · Communication · Medical · Sales Target · Science · Vet
Network Sr. Administrator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7ijqzihns7vv-network-sr-administrator-modern-hygienic-international-suez-egypt,Full TimeOn-site,"Ain Sokhna, Suez, Egypt ","Ain Sokhna, Suez, Egypt ",https://wuzzuf.net/jobs/careers/-110129,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Computer Science · Network Administration · VPN · firewalls · Troubleshooting
Social Media and IT Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g9v1h9iepzkx-social-media-and-it-analyst-menatours-giza-egypt,Full TimePart TimeOn-site,"Dokki, Giza, Egypt ","Dokki, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Menatours-Egypt-34194,Full TimePart TimeOn-siteExperienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Marketing/PR/Advertising · Digital Marketing · Information Technology (IT) · IT · Social Media · HTML · CSS
Sales Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/q2Khre4cpyrU-Sales-Specialist-Giza-Egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · females_preferred · Business Development · Sales/Retail · Chemicals · Communication · Pharmaceutical · Sales · Product · Sales Target · Science · sales skills
Backend Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bkelvhbxre9k-backend-developer-cairo-egypt,Full TimeFreelance / ProjectRemote,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeFreelance / ProjectRemoteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · MySQL · backend · Computer Science · Software Engineering · front-end · Information Technology (IT) · PHP
Senior Network Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/24rcwxapjrow-senior-network-engineer-talaat-moustafa-group-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · CCNP · Information Technology (IT) · Engineering · Automation · computer · Computer Science · network
AX Microsoft Dynamics Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oismxlccpfug-ax-microsoft-dynamics-developer-sky-holding-cairo-egypt,Full TimeHybrid,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Sky-Holding-Egypt-62614,Full TimeHybridEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Computer Science · Programming · Development · Dynamics AX · Information Technology (IT) · Ax · D365 · Dynamics
R&D Stability Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rjrek8goqg1u-rd-stability-supervisor-al-andalous-pharmaceutical-industries-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Al-Andalous-Pharmaceutical-Industries-Egypt-56369,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · males_only · R&D/Science · Manufacturing/Production · Pharmaceutical · Pharmaceutical · Stability · R&D · Science · Pharmacy
Security Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/q08kss2acfay-security-supervisor-marriott-international-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/marriott-international-united-arab-emirates-128347,Full TimeExperienced · IT/Software Development · Legal · Engineering - Telecom/Technology · Security · Information Technology (IT) · Computer Science · Engineering · CISSP · CISM · Computer Engineering
Cost Control Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/i26jlysk5j7e-cost-control-engineer-teba-united-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Teba-United-Egypt-37896,Full TimeOn-siteSenior Management · 3 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Computer Science · Cost Control · Electrical Engineering · Quality Control
Product Owner,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kmaux0b7xkfx-product-owner-giza-egypt,Full TimeOn-site,"Dokki, Giza, Egypt ","Dokki, Giza, Egypt ",,Full TimeOn-siteEntry Level · 1 - 7 Yrs of Exp · IT/Software Development · Business Analysis · Scrum · Management · Agile · Analyst · business · Business Analyst · Computer Science · Documentation
Head OF Information Security,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4hiopizihwwb-head-of-information-security-otic-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-5854,Full TimeOn-siteSenior Management · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Security · Information Technology (IT) · Security · CISM · CISSP · Infrastructure
IPC Engineer - Production - El-Sadat City Factory,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xsscerhjkdzr-ipc-engineer---production---el-sadat-city-factory-royal-herbs-monufya-egypt,Full TimeOn-site,"Alsadat City, Monufya, Egypt ","Alsadat City, Monufya, Egypt ",https://wuzzuf.net/jobs/careers/Royal-Herbs--Egypt-14828,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · males_preferred · R&D/Science · Manufacturing/Production · Quality · Agriculture · analytical · Control · Engineering · FMCG · quality · Quality Assurance
QA - Compliance Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/tnpu2iik3trv-qa---compliance-specialist-pharco-corporation-alexandria-egypt,Full TimeOn-site,"Ameria, Alexandria, Egypt ","Ameria, Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/Amriya-Pharmaceutical-Industries-Egypt-18834,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · R&D/Science · Quality · Quality · Quality Assurance · Compliance · Pharmaceutical · Chemistry · GMP · Microsoft Office · Science
Document Control Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sb5wtw4t1w1s-document-control-specialist-grifols-egypt-for-plasma-derivatives-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-80178,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Administration · Operations/Management · Document Control · Multitasking
Senior Oracle Fusion Implementer & Support,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d3T6HegIOYJE-Senior-Oracle-Fusion-Implementer-Support-Tasaheel-Finance-Giza-Egypt,Full TimeOn-site,"Giza, Egypt ","Giza, Egypt ",https://wuzzuf.net/jobs/careers/Tasaheel-Finance-Egypt-75247,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Oracle Fusion · Oracle
AI Architect / Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uezyxborahpd-ai-architect-developer-trimetis-cairo-egypt,Full TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/TRIMETIS-Egypt-77031,Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Science · Information Technology (IT) · Software · Java · PostgreSQL · Engineering · Software Development
Actuary Pricing Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yohi5gfpcp4c-actuary-pricing-manager-chubb-life-insurance-cairo-egypt,Full TimeOn-site,"Katameya, Cairo, Egypt ","Katameya, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/---17903,Full TimeOn-siteManager · 5 - 6 Yrs of Exp · Accounting/Finance · Marketing/PR/Advertising · Pricing · Finance · English · Communication · Market Research
Senior Front End Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/cgv3f7zmd4vn-senior-front-end-developer-syad-tech-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Syad-Tech-Saudi-Arabia-85689,Full TimeRemoteExperienced · 5 - 8 Yrs of Exp · IT/Software Development · CSS · front-end · Computer Science · HTML · UX · UI · JavaScript · React
Dynamics 365 FO Technical Consultant,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nmgyxhoyrixz-dynamics-365-fo-technical-consultant-circle-k-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-Circle-K-Egypt-17921,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Dynamics 365 · Technical Consultant · Dynamics · ERP
Value-Based Healthcare Analytics Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xfkkp9lu2duk-value-based-healthcare-analytics-specialist-meahco---saudi-german-health-cairo-egypt,Full TimeOn-site,"Katameya, Cairo, Egypt ","Katameya, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Saudi-German-Group-Egypt-71088,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Quality · Analyst/Research · SQL · python development · SAS · Tableau · Power BI · QlikView · Microsoft Excel
Validation Senior Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2sqzvhlijr57-validation-senior-specialist-egypt-otsuka-cairo-egypt,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt ","10th of Ramadan City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Egypt-Otsuka-Egypt-19920,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Quality · Pharmaceutical · Pharmacy · Validation · Process Validation · Communication skills
"POS Integration Engineer (Micros, Foodics)",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/h7ljptnbfbk7-pos-integration-engineer-micros-foodics-ezeats-cairo-egypt,Full TimeHybrid,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/EZeats-Egypt-115140,Full TimeHybridEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Pos · Computer Science · Debugging · Integration · Software · Software Integration · Computer Engineering · AWS
